dia;mes;Ano;hora;DiaSemana;chamadas
17;05;1999;22;2;33
18;05;1999;9;3;110
18;05;1999;10;3;156
18;05;1999;11;3;149
18;05;1999;12;3;158
18;05;1999;13;3;161
18;05;1999;14;3;148
18;05;1999;15;3;189
18;05;1999;16;3;164
18;05;1999;17;3;134
18;05;1999;18;3;123
18;05;1999;19;3;43
18;05;1999;20;3;52
18;05;1999;21;3;69
18;05;1999;22;3;47
19;05;1999;9;4;105
19;05;1999;10;4;127
19;05;1999;11;4;153
19;05;1999;12;4;102
19;05;1999;13;4;137
19;05;1999;14;4;120
19;05;1999;15;4;143
19;05;1999;16;4;82
19;05;1999;17;4;70
19;05;1999;18;4;79
19;05;1999;19;4;69
19;05;1999;20;4;65
19;05;1999;21;4;58
19;05;1999;22;4;41
20;05;1999;9;5;97
20;05;1999;10;5;72
20;05;1999;11;5;79
20;05;1999;12;5;72
20;05;1999;13;5;38
20;05;1999;14;5;22
20;05;1999;15;5;9
20;05;1999;16;5;7
20;05;1999;17;5;11
20;05;1999;18;5;1
20;05;1999;19;5;
20;05;1999;20;5;
20;05;1999;21;5;1
20;05;1999;22;5;
23;05;1999;9;1;109
23;05;1999;10;1;156
23;05;1999;11;1;125
23;05;1999;12;1;129
23;05;1999;13;1;174
23;05;1999;14;1;145
23;05;1999;15;1;140
23;05;1999;16;1;158
23;05;1999;17;1;151
23;05;1999;18;1;96
23;05;1999;19;1;58
23;05;1999;20;1;281
23;05;1999;21;1;400
23;05;1999;22;1;612
24;05;1999;9;2;106
24;05;1999;10;2;162
24;05;1999;11;2;125
24;05;1999;12;2;98
24;05;1999;13;2;137
24;05;1999;14;2;117
24;05;1999;15;2;124
24;05;1999;16;2;91
24;05;1999;17;2;79
24;05;1999;18;2;63
24;05;1999;19;2;70
24;05;1999;20;2;75
24;05;1999;21;2;69
24;05;1999;22;2;73
25;05;1999;9;3;108
25;05;1999;10;3;180
25;05;1999;11;3;125
25;05;1999;12;3;107
25;05;1999;13;3;125
25;05;1999;14;3;132
25;05;1999;15;3;148
25;05;1999;16;3;153
25;05;1999;17;3;148
25;05;1999;18;3;112
25;05;1999;19;3;69
25;05;1999;20;3;69
25;05;1999;21;3;64
25;05;1999;22;3;57
26;05;1999;9;4;124
26;05;1999;10;4;126
26;05;1999;11;4;105
26;05;1999;12;4;99
26;05;1999;13;4;150
26;05;1999;14;4;139
26;05;1999;15;4;129
26;05;1999;16;4;89
26;05;1999;17;4;91
26;05;1999;18;4;65
26;05;1999;19;4;69
26;05;1999;20;4;68
26;05;1999;21;4;52
26;05;1999;22;4;51
27;05;1999;9;5;115
27;05;1999;10;5;142
27;05;1999;11;5;103
27;05;1999;12;5;89
27;05;1999;13;5;111
27;05;1999;14;5;126
27;05;1999;15;5;136
27;05;1999;16;5;131
27;05;1999;17;5;122
27;05;1999;18;5;75
27;05;1999;19;5;38
27;05;1999;20;5;33
27;05;1999;21;5;57
27;05;1999;22;5;46
30;05;1999;9;1;130
30;05;1999;10;1;150
30;05;1999;11;1;107
30;05;1999;12;1;105
30;05;1999;13;1;128
30;05;1999;14;1;112
30;05;1999;15;1;126
30;05;1999;16;1;141
30;05;1999;17;1;113
30;05;1999;18;1;65
30;05;1999;19;1;67
30;05;1999;20;1;27
30;05;1999;21;1;92
30;05;1999;22;1;127
31;05;1999;9;2;122
31;05;1999;10;2;130
31;05;1999;11;2;93
31;05;1999;12;2;94
31;05;1999;13;2;94
31;05;1999;14;2;134
31;05;1999;15;2;130
31;05;1999;16;2;76
31;05;1999;17;2;55
31;05;1999;18;2;62
31;05;1999;19;2;47
31;05;1999;20;2;44
31;05;1999;21;2;51
31;05;1999;22;2;24
01;06;1999;9;3;126
01;06;1999;10;3;155
01;06;1999;11;3;128
01;06;1999;12;3;123
01;06;1999;13;3;127
01;06;1999;14;3;148
01;06;1999;15;3;126
01;06;1999;16;3;155
01;06;1999;17;3;118
01;06;1999;18;3;84
01;06;1999;19;3;68
01;06;1999;20;3;72
01;06;1999;21;3;79
01;06;1999;22;3;62
02;06;1999;9;4;140
02;06;1999;10;4;176
02;06;1999;11;4;125
02;06;1999;12;4;117
02;06;1999;13;4;162
02;06;1999;14;4;165
02;06;1999;15;4;129
02;06;1999;16;4;95
02;06;1999;17;4;90
02;06;1999;18;4;74
02;06;1999;19;4;61
02;06;1999;20;4;76
02;06;1999;21;4;61
02;06;1999;22;4;71
03;06;1999;9;5;156
03;06;1999;10;5;178
03;06;1999;11;5;127
03;06;1999;12;5;116
03;06;1999;13;5;119
03;06;1999;14;5;132
03;06;1999;15;5;150
03;06;1999;16;5;195
03;06;1999;17;5;147
03;06;1999;18;5;79
03;06;1999;19;5;65
03;06;1999;20;5;43
03;06;1999;21;5;55
03;06;1999;22;5;32
06;06;1999;9;1;113
06;06;1999;10;1;153
06;06;1999;11;1;136
06;06;1999;12;1;131
06;06;1999;13;1;109
06;06;1999;14;1;113
06;06;1999;15;1;153
06;06;1999;16;1;168
06;06;1999;17;1;143
06;06;1999;18;1;79
06;06;1999;19;1;65
06;06;1999;20;1;36
06;06;1999;21;1;28
06;06;1999;22;1;38
07;06;1999;9;2;105
07;06;1999;10;2;123
07;06;1999;11;2;99
07;06;1999;12;2;103
07;06;1999;13;2;110
07;06;1999;14;2;109
07;06;1999;15;2;120
07;06;1999;16;2;115
07;06;1999;17;2;90
07;06;1999;18;2;103
07;06;1999;19;2;69
07;06;1999;20;2;60
07;06;1999;21;2;72
07;06;1999;22;2;61
08;06;1999;9;3;105
08;06;1999;10;3;130
08;06;1999;11;3;139
08;06;1999;12;3;126
08;06;1999;13;3;132
08;06;1999;14;3;157
08;06;1999;15;3;157
08;06;1999;16;3;160
08;06;1999;17;3;142
08;06;1999;18;3;101
08;06;1999;19;3;65
08;06;1999;20;3;76
08;06;1999;21;3;66
08;06;1999;22;3;60
09;06;1999;9;4;138
09;06;1999;10;4;134
09;06;1999;11;4;130
09;06;1999;12;4;107
09;06;1999;13;4;124
09;06;1999;14;4;153
09;06;1999;15;4;157
09;06;1999;16;4;140
09;06;1999;17;4;111
09;06;1999;18;4;106
09;06;1999;19;4;72
09;06;1999;20;4;78
09;06;1999;21;4;58
09;06;1999;22;4;69
10;06;1999;9;5;126
10;06;1999;10;5;151
10;06;1999;11;5;104
10;06;1999;12;5;126
10;06;1999;13;5;153
10;06;1999;14;5;156
10;06;1999;15;5;144
10;06;1999;16;5;156
10;06;1999;17;5;118
10;06;1999;18;5;114
10;06;1999;19;5;47
10;06;1999;20;5;53
10;06;1999;21;5;60
10;06;1999;22;5;6
13;06;1999;9;1;85
13;06;1999;10;1;178
13;06;1999;11;1;145
13;06;1999;12;1;126
13;06;1999;13;1;134
13;06;1999;14;1;138
13;06;1999;15;1;164
13;06;1999;16;1;173
13;06;1999;17;1;133
13;06;1999;18;1;101
13;06;1999;19;1;68
13;06;1999;20;1;49
13;06;1999;21;1;51
13;06;1999;22;1;49
14;06;1999;9;2;122
14;06;1999;10;2;128
14;06;1999;11;2;112
14;06;1999;12;2;122
14;06;1999;13;2;100
14;06;1999;14;2;149
14;06;1999;15;2;118
14;06;1999;16;2;96
14;06;1999;17;2;84
14;06;1999;18;2;79
14;06;1999;19;2;60
14;06;1999;20;2;54
14;06;1999;21;2;39
14;06;1999;22;2;64
15;06;1999;9;3;113
15;06;1999;10;3;132
15;06;1999;11;3;100
15;06;1999;12;3;98
15;06;1999;13;3;101
15;06;1999;14;3;107
15;06;1999;15;3;133
15;06;1999;16;3;124
15;06;1999;17;3;112
15;06;1999;18;3;65
15;06;1999;19;3;55
15;06;1999;20;3;63
15;06;1999;21;3;44
15;06;1999;22;3;68
16;06;1999;9;4;94
16;06;1999;10;4;101
16;06;1999;11;4;115
16;06;1999;12;4;90
16;06;1999;13;4;394
16;06;1999;14;4;175
16;06;1999;15;4;108
16;06;1999;16;4;99
16;06;1999;17;4;93
16;06;1999;18;4;96
16;06;1999;19;4;63
16;06;1999;20;4;56
16;06;1999;21;4;76
16;06;1999;22;4;64
17;06;1999;9;5;127
17;06;1999;10;5;137
17;06;1999;11;5;129
17;06;1999;12;5;98
17;06;1999;13;5;90
17;06;1999;14;5;119
17;06;1999;15;5;115
17;06;1999;16;5;177
17;06;1999;17;5;105
17;06;1999;18;5;83
17;06;1999;19;5;58
17;06;1999;20;5;52
17;06;1999;21;5;66
17;06;1999;22;5;40
20;06;1999;9;1;117
20;06;1999;10;1;156
20;06;1999;11;1;145
20;06;1999;12;1;140
20;06;1999;13;1;105
20;06;1999;14;1;136
20;06;1999;15;1;139
20;06;1999;16;1;141
20;06;1999;17;1;126
20;06;1999;18;1;70
20;06;1999;19;1;54
20;06;1999;20;1;51
20;06;1999;21;1;40
20;06;1999;22;1;48
21;06;1999;9;2;138
21;06;1999;10;2;156
21;06;1999;11;2;137
21;06;1999;12;2;94
21;06;1999;13;2;150
21;06;1999;14;2;137
21;06;1999;15;2;131
21;06;1999;16;2;105
21;06;1999;17;2;72
21;06;1999;18;2;62
21;06;1999;19;2;71
21;06;1999;20;2;54
21;06;1999;21;2;52
21;06;1999;22;2;63
22;06;1999;9;3;113
22;06;1999;10;3;117
22;06;1999;11;3;116
22;06;1999;12;3;108
22;06;1999;13;3;104
22;06;1999;14;3;104
22;06;1999;15;3;118
22;06;1999;16;3;109
22;06;1999;17;3;97
22;06;1999;18;3;70
22;06;1999;19;3;53
22;06;1999;20;3;56
22;06;1999;21;3;46
22;06;1999;22;3;41
23;06;1999;9;4;95
23;06;1999;10;4;117
23;06;1999;11;4;90
23;06;1999;12;4;89
23;06;1999;13;4;94
23;06;1999;14;4;120
23;06;1999;15;4;121
23;06;1999;16;4;87
23;06;1999;17;4;55
23;06;1999;18;4;54
23;06;1999;19;4;39
23;06;1999;20;4;54
23;06;1999;21;4;69
23;06;1999;22;4;52
24;06;1999;9;5;85
24;06;1999;10;5;133
24;06;1999;11;5;86
24;06;1999;12;5;78
24;06;1999;13;5;101
24;06;1999;14;5;99
24;06;1999;15;5;117
24;06;1999;16;5;127
24;06;1999;17;5;106
24;06;1999;18;5;63
24;06;1999;19;5;45
24;06;1999;20;5;42
24;06;1999;21;5;41
24;06;1999;22;5;32
27;06;1999;9;1;117
27;06;1999;10;1;146
27;06;1999;11;1;97
27;06;1999;12;1;116
27;06;1999;13;1;98
27;06;1999;14;1;104
27;06;1999;15;1;120
27;06;1999;16;1;108
27;06;1999;17;1;74
27;06;1999;18;1;52
27;06;1999;19;1;54
27;06;1999;20;1;14
27;06;1999;21;1;58
27;06;1999;22;1;42
28;06;1999;9;2;106
28;06;1999;10;2;100
28;06;1999;11;2;101
28;06;1999;12;2;113
28;06;1999;13;2;111
28;06;1999;14;2;128
28;06;1999;15;2;97
28;06;1999;16;2;72
28;06;1999;17;2;55
28;06;1999;18;2;48
28;06;1999;19;2;63
28;06;1999;20;2;65
28;06;1999;21;2;57
28;06;1999;22;2;50
29;06;1999;9;3;129
29;06;1999;10;3;166
29;06;1999;11;3;109
29;06;1999;12;3;92
29;06;1999;13;3;73
29;06;1999;14;3;117
29;06;1999;15;3;112
29;06;1999;16;3;95
29;06;1999;17;3;85
29;06;1999;18;3;66
29;06;1999;19;3;42
29;06;1999;20;3;45
29;06;1999;21;3;54
29;06;1999;22;3;58
30;06;1999;9;4;106
30;06;1999;10;4;147
30;06;1999;11;4;126
30;06;1999;12;4;110
30;06;1999;13;4;117
30;06;1999;14;4;100
30;06;1999;15;4;123
30;06;1999;16;4;79
30;06;1999;17;4;81
30;06;1999;18;4;79
30;06;1999;19;4;53
30;06;1999;20;4;55
30;06;1999;21;4;57
30;06;1999;22;4;61
01;07;1999;9;5;153
01;07;1999;10;5;169
01;07;1999;11;5;161
01;07;1999;12;5;145
01;07;1999;13;5;138
01;07;1999;14;5;163
01;07;1999;15;5;136
01;07;1999;16;5;138
01;07;1999;17;5;141
01;07;1999;18;5;90
01;07;1999;19;5;68
01;07;1999;20;5;76
01;07;1999;21;5;90
01;07;1999;22;5;58
04;07;1999;9;1;162
04;07;1999;10;1;196
04;07;1999;11;1;177
04;07;1999;12;1;163
04;07;1999;13;1;190
04;07;1999;14;1;217
04;07;1999;15;1;160
04;07;1999;16;1;210
04;07;1999;17;1;215
04;07;1999;18;1;163
04;07;1999;19;1;151
04;07;1999;20;1;160
04;07;1999;21;1;109
04;07;1999;22;1;59
05;07;1999;9;2;167
05;07;1999;10;2;162
05;07;1999;11;2;133
05;07;1999;12;2;151
05;07;1999;13;2;150
05;07;1999;14;2;161
05;07;1999;15;2;131
05;07;1999;16;2;125
05;07;1999;17;2;86
05;07;1999;18;2;277
05;07;1999;19;2;153
05;07;1999;20;2;91
05;07;1999;21;2;60
05;07;1999;22;2;50
06;07;1999;9;3;124
06;07;1999;10;3;134
06;07;1999;11;3;128
06;07;1999;12;3;115
06;07;1999;13;3;143
06;07;1999;14;3;140
06;07;1999;15;3;98
06;07;1999;16;3;157
06;07;1999;17;3;128
06;07;1999;18;3;118
06;07;1999;19;3;70
06;07;1999;20;3;64
06;07;1999;21;3;59
06;07;1999;22;3;67
07;07;1999;9;4;116
07;07;1999;10;4;118
07;07;1999;11;4;120
07;07;1999;12;4;101
07;07;1999;13;4;112
07;07;1999;14;4;155
07;07;1999;15;4;123
07;07;1999;16;4;96
07;07;1999;17;4;77
07;07;1999;18;4;91
07;07;1999;19;4;71
07;07;1999;20;4;55
07;07;1999;21;4;73
07;07;1999;22;4;44
08;07;1999;9;5;147
08;07;1999;10;5;123
08;07;1999;11;5;135
08;07;1999;12;5;138
08;07;1999;13;5;92
08;07;1999;14;5;123
08;07;1999;15;5;109
08;07;1999;16;5;111
08;07;1999;17;5;115
08;07;1999;18;5;74
08;07;1999;19;5;97
08;07;1999;20;5;46
08;07;1999;21;5;55
08;07;1999;22;5;66
11;07;1999;9;1;96
11;07;1999;10;1;148
11;07;1999;11;1;97
11;07;1999;12;1;113
11;07;1999;13;1;190
11;07;1999;14;1;157
11;07;1999;15;1;165
11;07;1999;16;1;191
11;07;1999;17;1;131
11;07;1999;18;1;118
11;07;1999;19;1;82
11;07;1999;20;1;79
11;07;1999;21;1;77
11;07;1999;22;1;50
12;07;1999;9;2;153
12;07;1999;10;2;166
12;07;1999;11;2;130
12;07;1999;12;2;130
12;07;1999;13;2;131
12;07;1999;14;2;121
12;07;1999;15;2;127
12;07;1999;16;2;107
12;07;1999;17;2;97
12;07;1999;18;2;112
12;07;1999;19;2;95
12;07;1999;20;2;77
12;07;1999;21;2;79
12;07;1999;22;2;55
13;07;1999;9;3;108
13;07;1999;10;3;159
13;07;1999;11;3;136
13;07;1999;12;3;114
13;07;1999;13;3;91
13;07;1999;14;3;142
13;07;1999;15;3;133
13;07;1999;16;3;114
13;07;1999;17;3;109
13;07;1999;18;3;105
13;07;1999;19;3;68
13;07;1999;20;3;71
13;07;1999;21;3;85
13;07;1999;22;3;81
14;07;1999;9;4;127
14;07;1999;10;4;160
14;07;1999;11;4;116
14;07;1999;12;4;119
14;07;1999;13;4;102
14;07;1999;14;4;109
14;07;1999;15;4;119
14;07;1999;16;4;102
14;07;1999;17;4;88
14;07;1999;18;4;91
14;07;1999;19;4;54
14;07;1999;20;4;45
14;07;1999;21;4;55
14;07;1999;22;4;47
15;07;1999;9;5;106
15;07;1999;10;5;113
15;07;1999;11;5;110
15;07;1999;12;5;109
15;07;1999;13;5;114
15;07;1999;14;5;99
15;07;1999;15;5;120
15;07;1999;16;5;83
15;07;1999;17;5;75
15;07;1999;18;5;45
15;07;1999;19;5;31
15;07;1999;20;5;28
15;07;1999;21;5;42
15;07;1999;22;5;41
18;07;1999;9;1;80
18;07;1999;10;1;87
18;07;1999;11;1;125
18;07;1999;12;1;96
18;07;1999;13;1;170
18;07;1999;14;1;112
18;07;1999;15;1;118
18;07;1999;16;1;138
18;07;1999;17;1;108
18;07;1999;18;1;38
18;07;1999;19;1;55
18;07;1999;20;1;52
18;07;1999;21;1;69
18;07;1999;22;1;33
19;07;1999;9;2;137
19;07;1999;10;2;119
19;07;1999;11;2;118
19;07;1999;12;2;101
19;07;1999;13;2;98
19;07;1999;14;2;127
19;07;1999;15;2;120
19;07;1999;16;2;106
19;07;1999;17;2;58
19;07;1999;18;2;100
19;07;1999;19;2;65
19;07;1999;20;2;62
19;07;1999;21;2;47
19;07;1999;22;2;48
20;07;1999;9;3;160
20;07;1999;10;3;138
20;07;1999;11;3;139
20;07;1999;12;3;90
20;07;1999;13;3;116
20;07;1999;14;3;110
20;07;1999;15;3;137
20;07;1999;16;3;131
20;07;1999;17;3;93
20;07;1999;18;3;69
20;07;1999;19;3;89
20;07;1999;20;3;51
20;07;1999;21;3;68
20;07;1999;22;3;63
21;07;1999;9;4;149
21;07;1999;10;4;164
21;07;1999;11;4;153
21;07;1999;12;4;142
21;07;1999;13;4;137
21;07;1999;14;4;134
21;07;1999;15;4;162
21;07;1999;16;4;156
21;07;1999;17;4;100
21;07;1999;18;4;89
21;07;1999;19;4;75
21;07;1999;20;4;15
21;07;1999;21;4;40
21;07;1999;22;4;28
22;07;1999;9;5;33
22;07;1999;10;5;84
22;07;1999;11;5;68
22;07;1999;12;5;44
22;07;1999;13;5;51
22;07;1999;14;5;14
22;07;1999;15;5;32
22;07;1999;16;5;32
22;07;1999;17;5;34
22;07;1999;18;5;22
22;07;1999;19;5;21
22;07;1999;20;5;36
22;07;1999;21;5;50
22;07;1999;22;5;49
25;07;1999;9;1;146
25;07;1999;10;1;141
25;07;1999;11;1;139
25;07;1999;12;1;117
25;07;1999;13;1;130
25;07;1999;14;1;137
25;07;1999;15;1;123
25;07;1999;16;1;132
25;07;1999;17;1;113
25;07;1999;18;1;74
25;07;1999;19;1;51
25;07;1999;20;1;55
25;07;1999;21;1;25
25;07;1999;22;1;42
26;07;1999;9;2;145
26;07;1999;10;2;152
26;07;1999;11;2;135
26;07;1999;12;2;108
26;07;1999;13;2;115
26;07;1999;14;2;131
26;07;1999;15;2;134
26;07;1999;16;2;101
26;07;1999;17;2;69
26;07;1999;18;2;78
26;07;1999;19;2;75
26;07;1999;20;2;61
26;07;1999;21;2;68
26;07;1999;22;2;68
27;07;1999;9;3;132
27;07;1999;10;3;169
27;07;1999;11;3;124
27;07;1999;12;3;119
27;07;1999;13;3;100
27;07;1999;14;3;122
27;07;1999;15;3;124
27;07;1999;16;3;138
27;07;1999;17;3;98
27;07;1999;18;3;105
27;07;1999;19;3;54
27;07;1999;20;3;60
27;07;1999;21;3;45
27;07;1999;22;3;48
28;07;1999;9;4;136
28;07;1999;10;4;149
28;07;1999;11;4;141
28;07;1999;12;4;126
28;07;1999;13;4;119
28;07;1999;14;4;142
28;07;1999;15;4;151
28;07;1999;16;4;102
28;07;1999;17;4;93
28;07;1999;18;4;69
28;07;1999;19;4;59
28;07;1999;20;4;45
28;07;1999;21;4;71
28;07;1999;22;4;46
29;07;1999;9;5;140
29;07;1999;10;5;169
29;07;1999;11;5;153
29;07;1999;12;5;133
29;07;1999;13;5;111
29;07;1999;14;5;141
29;07;1999;15;5;117
29;07;1999;16;5;123
29;07;1999;17;5;100
29;07;1999;18;5;69
29;07;1999;19;5;59
29;07;1999;20;5;42
29;07;1999;21;5;50
29;07;1999;22;5;51
01;08;1999;9;1;224
01;08;1999;10;1;234
01;08;1999;11;1;215
01;08;1999;12;1;176
01;08;1999;13;1;175
01;08;1999;14;1;170
01;08;1999;15;1;194
01;08;1999;16;1;174
01;08;1999;17;1;171
01;08;1999;18;1;95
01;08;1999;19;1;64
01;08;1999;20;1;81
01;08;1999;21;1;82
01;08;1999;22;1;52
02;08;1999;9;2;169
02;08;1999;10;2;212
02;08;1999;11;2;194
02;08;1999;12;2;164
02;08;1999;13;2;162
02;08;1999;14;2;168
02;08;1999;15;2;150
02;08;1999;16;2;145
02;08;1999;17;2;145
02;08;1999;18;2;132
02;08;1999;19;2;115
02;08;1999;20;2;96
02;08;1999;21;2;91
02;08;1999;22;2;122
03;08;1999;9;3;182
03;08;1999;10;3;157
03;08;1999;11;3;177
03;08;1999;12;3;172
03;08;1999;13;3;159
03;08;1999;14;3;142
03;08;1999;15;3;173
03;08;1999;16;3;168
03;08;1999;17;3;128
03;08;1999;18;3;160
03;08;1999;19;3;112
03;08;1999;20;3;86
03;08;1999;21;3;106
03;08;1999;22;3;99
04;08;1999;9;4;153
04;08;1999;10;4;160
04;08;1999;11;4;158
04;08;1999;12;4;135
04;08;1999;13;4;123
04;08;1999;14;4;168
04;08;1999;15;4;130
04;08;1999;16;4;139
04;08;1999;17;4;109
04;08;1999;18;4;122
04;08;1999;19;4;68
04;08;1999;20;4;64
04;08;1999;21;4;72
04;08;1999;22;4;57
05;08;1999;9;5;132
05;08;1999;10;5;184
05;08;1999;11;5;170
05;08;1999;12;5;148
05;08;1999;13;5;142
05;08;1999;14;5;132
05;08;1999;15;5;166
05;08;1999;16;5;124
05;08;1999;17;5;93
05;08;1999;18;5;100
05;08;1999;19;5;64
05;08;1999;20;5;77
05;08;1999;21;5;117
05;08;1999;22;5;77
08;08;1999;9;1;151
08;08;1999;10;1;182
08;08;1999;11;1;164
08;08;1999;12;1;160
08;08;1999;13;1;155
08;08;1999;14;1;161
08;08;1999;15;1;141
08;08;1999;16;1;182
08;08;1999;17;1;126
08;08;1999;18;1;101
08;08;1999;19;1;68
08;08;1999;20;1;71
08;08;1999;21;1;57
08;08;1999;22;1;45
09;08;1999;9;2;165
09;08;1999;10;2;160
09;08;1999;11;2;151
09;08;1999;12;2;129
09;08;1999;13;2;134
09;08;1999;14;2;125
09;08;1999;15;2;142
09;08;1999;16;2;106
09;08;1999;17;2;83
09;08;1999;18;2;99
09;08;1999;19;2;76
09;08;1999;20;2;221
09;08;1999;21;2;179
09;08;1999;22;2;111
10;08;1999;9;3;130
10;08;1999;10;3;196
10;08;1999;11;3;169
10;08;1999;12;3;145
10;08;1999;13;3;149
10;08;1999;14;3;162
10;08;1999;15;3;154
10;08;1999;16;3;153
10;08;1999;17;3;121
10;08;1999;18;3;135
10;08;1999;19;3;90
10;08;1999;20;3;79
10;08;1999;21;3;106
10;08;1999;22;3;92
11;08;1999;9;4;175
11;08;1999;10;4;190
11;08;1999;11;4;138
11;08;1999;12;4;142
11;08;1999;13;4;119
11;08;1999;14;4;94
11;08;1999;15;4;135
11;08;1999;16;4;120
11;08;1999;17;4;94
11;08;1999;18;4;106
11;08;1999;19;4;84
11;08;1999;20;4;81
11;08;1999;21;4;80
11;08;1999;22;4;59
12;08;1999;9;5;99
12;08;1999;10;5;106
12;08;1999;11;5;122
12;08;1999;12;5;127
12;08;1999;13;5;72
12;08;1999;14;5;136
12;08;1999;15;5;92
12;08;1999;16;5;109
12;08;1999;17;5;93
12;08;1999;18;5;80
12;08;1999;19;5;44
12;08;1999;20;5;68
12;08;1999;21;5;65
12;08;1999;22;5;94
15;08;1999;9;1;128
15;08;1999;10;1;146
15;08;1999;11;1;127
15;08;1999;12;1;112
15;08;1999;13;1;119
15;08;1999;14;1;138
15;08;1999;15;1;130
15;08;1999;16;1;147
15;08;1999;17;1;125
15;08;1999;18;1;70
15;08;1999;19;1;53
15;08;1999;20;1;63
15;08;1999;21;1;73
15;08;1999;22;1;55
16;08;1999;9;2;121
16;08;1999;10;2;150
16;08;1999;11;2;158
16;08;1999;12;2;118
16;08;1999;13;2;116
16;08;1999;14;2;110
16;08;1999;15;2;208
16;08;1999;16;2;104
16;08;1999;17;2;72
16;08;1999;18;2;89
16;08;1999;19;2;80
16;08;1999;20;2;62
16;08;1999;21;2;69
16;08;1999;22;2;73
17;08;1999;9;3;120
17;08;1999;10;3;131
17;08;1999;11;3;119
17;08;1999;12;3;76
17;08;1999;13;3;100
17;08;1999;14;3;99
17;08;1999;15;3;119
17;08;1999;16;3;111
17;08;1999;17;3;75
17;08;1999;18;3;70
17;08;1999;19;3;50
17;08;1999;20;3;59
17;08;1999;21;3;54
17;08;1999;22;3;44
18;08;1999;9;4;95
18;08;1999;10;4;121
18;08;1999;11;4;109
18;08;1999;12;4;72
18;08;1999;13;4;90
18;08;1999;14;4;79
18;08;1999;15;4;89
18;08;1999;16;4;93
18;08;1999;17;4;49
18;08;1999;18;4;54
18;08;1999;19;4;48
18;08;1999;20;4;45
18;08;1999;21;4;57
18;08;1999;22;4;67
19;08;1999;9;5;83
19;08;1999;10;5;113
19;08;1999;11;5;104
19;08;1999;12;5;85
19;08;1999;13;5;158
19;08;1999;14;5;169
19;08;1999;15;5;108
19;08;1999;16;5;107
19;08;1999;17;5;101
19;08;1999;18;5;72
19;08;1999;19;5;46
19;08;1999;20;5;44
19;08;1999;21;5;64
19;08;1999;22;5;46
22;08;1999;9;1;106
22;08;1999;10;1;124
22;08;1999;11;1;103
22;08;1999;12;1;116
22;08;1999;13;1;110
22;08;1999;14;1;104
22;08;1999;15;1;98
22;08;1999;16;1;129
22;08;1999;17;1;111
22;08;1999;18;1;62
22;08;1999;19;1;48
22;08;1999;20;1;62
22;08;1999;21;1;55
22;08;1999;22;1;189
23;08;1999;9;2;94
23;08;1999;10;2;116
23;08;1999;11;2;101
23;08;1999;12;2;84
23;08;1999;13;2;111
23;08;1999;14;2;117
23;08;1999;15;2;121
23;08;1999;16;2;121
23;08;1999;17;2;99
23;08;1999;18;2;103
23;08;1999;19;2;67
23;08;1999;20;2;60
23;08;1999;21;2;89
23;08;1999;22;2;77
24;08;1999;9;3;113
24;08;1999;10;3;129
24;08;1999;11;3;101
24;08;1999;12;3;70
24;08;1999;13;3;84
24;08;1999;14;3;111
24;08;1999;15;3;116
24;08;1999;16;3;107
24;08;1999;17;3;93
24;08;1999;18;3;68
24;08;1999;19;3;53
24;08;1999;20;3;46
24;08;1999;21;3;71
24;08;1999;22;3;76
25;08;1999;9;4;82
25;08;1999;10;4;107
25;08;1999;11;4;94
25;08;1999;12;4;89
25;08;1999;13;4;97
25;08;1999;14;4;94
25;08;1999;15;4;91
25;08;1999;16;4;76
25;08;1999;17;4;86
25;08;1999;18;4;96
25;08;1999;19;4;50
25;08;1999;20;4;46
25;08;1999;21;4;71
25;08;1999;22;4;57
26;08;1999;9;5;93
26;08;1999;10;5;132
26;08;1999;11;5;77
26;08;1999;12;5;69
26;08;1999;13;5;84
26;08;1999;14;5;103
26;08;1999;15;5;93
26;08;1999;16;5;93
26;08;1999;17;5;97
26;08;1999;18;5;72
26;08;1999;19;5;47
26;08;1999;20;5;46
26;08;1999;21;5;42
26;08;1999;22;5;41
29;08;1999;9;1;120
29;08;1999;10;1;141
29;08;1999;11;1;117
29;08;1999;12;1;105
29;08;1999;13;1;96
29;08;1999;14;1;100
29;08;1999;15;1;115
29;08;1999;16;1;120
29;08;1999;17;1;96
29;08;1999;18;1;71
29;08;1999;19;1;52
29;08;1999;20;1;41
29;08;1999;21;1;55
29;08;1999;22;1;58
30;08;1999;9;2;109
30;08;1999;10;2;111
30;08;1999;11;2;100
30;08;1999;12;2;86
30;08;1999;13;2;85
30;08;1999;14;2;105
30;08;1999;15;2;98
30;08;1999;16;2;78
30;08;1999;17;2;74
30;08;1999;18;2;86
30;08;1999;19;2;74
30;08;1999;20;2;62
30;08;1999;21;2;61
30;08;1999;22;2;76
31;08;1999;9;3;103
31;08;1999;10;3;137
31;08;1999;11;3;95
31;08;1999;12;3;84
31;08;1999;13;3;80
31;08;1999;14;3;92
31;08;1999;15;3;108
31;08;1999;16;3;93
31;08;1999;17;3;100
31;08;1999;18;3;74
31;08;1999;19;3;56
31;08;1999;20;3;51
31;08;1999;21;3;79
31;08;1999;22;3;67
01;09;1999;9;4;138
01;09;1999;10;4;120
01;09;1999;11;4;111
01;09;1999;12;4;110
01;09;1999;13;4;96
01;09;1999;14;4;115
01;09;1999;15;4;123
01;09;1999;16;4;89
01;09;1999;17;4;81
01;09;1999;18;4;72
